"","gbs","Name","geno","class","Type","c","N109","good.geno","good.pheno","good.photo","gps","HT","WD","HE","LT","BM","HM","HI","BS","BU","HC","HD","CL","RR","BR","HS","HU","HR","OQ","FC","MT","FF","F50","MF50","Name","Source","PI","Release.Collection","maturity","Lat","Long","Calabrese.F1","Violet.Caul","Calabrese.LR","Sprouting.Broccoli","subpop","groupCol","PC1","PC2","PC3","PC4","PC5"
"305","B133_HKT721_E5_Ramoso_Calabrese_OP","B133.Ramoso.Calabrese","B133","italica","LR",",","y","y","y","y","y",54.102,71.882,4,9,524.6,79.4,15.1353412123523,0.82,3,4,34,16.4,8.2,2,2,1,2,2,0,114,126,160,46,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4709",NA,"unk",39.298253,16.253295,0.323678,8e-06,0.676306,8e-06,"Calabrese.LR","#d95f02",7.52708,5.9443727,-10.578546,7.7124634,-11.421869
"306","B133_HKT721_E5_Ramoso_Calabrese_OP","B133.Ramoso.Calabrese","B133","italica","LR",",","y","y","y","y","y",62.992,77.47,4,17,653.6,59.5,9.10342717258262,1.12,4,2,42.7,18.8,10.3,3,2,2,3,2,0,116,132,157,41,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4709",NA,"unk",39.298253,16.253295,0.323678,8e-06,0.676306,8e-06,"Calabrese.LR","#d95f02",7.52708,5.9443727,-10.578546,7.7124634,-11.421869
"307","B133_HKT721_E5_Ramoso_Calabrese_OP","B133.Ramoso.Calabrese","B133","italica","LR",",","y","y","y","y","y",58.674,61.214,3,8,264.5,41,15.5009451795841,2.44,1,2,40.9,15.2,13,3,2,2,2,2,0,134,129,148,14,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4709",NA,"unk",39.298253,16.253295,0.323678,8e-06,0.676306,8e-06,"Calabrese.LR","#d95f02",7.52708,5.9443727,-10.578546,7.7124634,-11.421869
"308","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"309","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"310","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"311","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"312","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"313","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"314","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",59.944,87.122,4,10,853.9,107,12.5307413046024,2.84,2,3,61.7,28,16.3,3,5,2,2,2,1,113,126,152,39,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"315","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",54.356,102.362,4,0,495.5,66.6,13.4409687184662,1.92,3,3,51.9,28.2,27.1,4,5,3,3,2,1,109,121,146,37,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"316","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",59.182,83.312,5,0,676.9,76.6,11.3162948736889,2.18,3,3,47.5,18.6,18.4,4,5,3,3,2,1,116,135,145,29,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"317","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",44.958,77.216,5,0,322.8,39.5,12.2366790582404,1.54,4,3,36.7,12.3,16.8,3,5,3,4,2,1,139,148,174,35,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"318","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",55.88,97.282,4,10,903.7,78.9,8.73077348677659,2.1,2,3,38.3,16.8,22.6,3,4,2,4,2,1,124,128,135,11,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"319","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",69.85,79.502,5,4,534.5,80.5,15.0608044901777,2.24,2,2,61.2,25.8,26,2,5,2,3,2,1,123,131,140,17,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"320","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",50.292,59.69,4,19,531.4,52.6,9.89838163342115,1.48,4,2,34.9,12.3,13.9,2,3,2,2,1,0,112,121,127,15,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"321","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",51.308,74.422,3,18,812.1,74.6,9.18606082994705,1.77,2,3,61.7,28.3,15.6,2,2,1,1,1,0,96,112,117,21,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"322","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",56.388,71.882,4,12,553.8,37,6.68111231491513,2.14,4,3,29.8,16.9,11.1,2,3,2,3,2,0,110,112,144,34,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"323","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",53.34,74.422,3,12,515.9,57.8,11.2037216514828,1.74,4,2,41.6,18,11.5,3,2,3,3,2,0,109,113,118,9,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"324","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",60.96,68.072,4,0,534.8,52.1,9.74195961106956,2.48,3,1,53.2,23.6,17.1,5,2,2,3,2,0,98,109,113,15,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"325","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",72.644,74.168,4,2,400.1,46.3,11.5721069732567,2,2,1,56.2,20.7,14.3,5,3,2,4,2,0,100,101,119,19,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"326","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",43.18,64.262,4,9,434.1,55.8,12.8541810642709,2.24,4,2,68.8,32.6,14.4,4,2,3,4,2,0,107,124,132,25,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"327","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",56.388,59.69,4,24,478.5,26.4,5.51724137931035,2.32,3,2,32.1,19.6,15,3,3,2,3,2,0,119,124,171,52,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"328","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",48.26,80.772,3,5,1132.9,217.5,19.19851708006,2.08,4,4,98.6,45,34.5,5,2,3,4,4,0,104,110,130,26,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"329","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",52.07,88.646,3,5,1057.5,174.6,16.5106382978723,1.48,3,5,82.1,38,22.5,5,3,2,4,2,0,125,139,150,25,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"330","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",54.102,58.42,4,0,405.8,66.1,16.2888122227698,2.5,4,3,45.5,22.1,16.7,4,2,3,4,3,0,111,123,132,21,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"331","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",51.562,52.324,4,0,205.6,24.4,11.8677042801556,1.84,4,3,28.7,11.8,11.4,5,4,4,5,4,0,148,113,158,10,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"332","B138_HKT721_E10_Broccolo_No_1_OP","B138.Broccolo.No.1","B138","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO NO 1","F. Branca/University of Catania","HRIGRU 11781",NA,"unk",39.111808,16.540667,8e-06,8e-06,0.215198,0.784786,"Sprouting.Broccoli","#e7298a",-25.989729,13.702008,1.7420316,3.2611816,4.3288245
"333","B139_HKT721_E11_Di_Sicilia_Catanese_OP","B139.Di.Sicilia.Catanese","B139","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DI SICILIA CATANESE","F. Branca/University of Catania","HRIGRU 8577",NA,"unk",45.463611,9.18746,0.041375,0.958609,8e-06,8e-06,"Violet.Caul","#7570b3",-27.14526,-22.979095,-5.5882053,3.1823893,3.9351504
"334","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",NA,NA,3,NA,NA,NA,NA,NA,5,4,NA,NA,NA,5,4,4,5,4,0,95,112,116,21,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"335","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",27.432,65.024,3,2,256.6,67.5,26.3055339049104,1.82,4,4,43.7,22.8,19.1,5,3,4,5,3,0,87,106,108,21,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"336","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",29.21,61.214,2,1,299.5,88.3,29.4824707846411,2.14,4,4,60.2,27.1,18,5,3,4,5,4,0,87,101,107,20,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"337","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",28.448,67.31,3,0,491.1,141.1,28.7314192628792,1.5,5,4,82.6,36.6,25.5,5,4,5,5,5,0,95,112,115,20,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"338","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",29.972,69.342,3,0,592.4,181.9,30.7056043214045,2.1,5,5,99.7,39.1,21.7,5,4,4,5,5,0,92,108,112,20,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"339","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",28.194,67.818,3,2,454.7,140,30.7895315592698,2.08,4,4,77.4,40.3,17.9,5,3,5,5,4,0,89,105,108,19,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"340","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",43.942,61.468,4,1,414.7,91.1,21.9676874849289,1.96,5,4,66,27.5,21.4,5,3,4,5,4,0,88,105,114,26,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"341","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",39.878,49.53,3,0,383.9,84.8,22.0890856994009,1.96,5,4,67.9,30.6,19.8,5,3,4,5,4,0,89,108,125,36,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"342","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",41.148,53.34,4,0,274.8,84.3,30.6768558951965,1.5,4,3,64.9,30.8,15.9,5,3,3,4,3,0,109,127,130,21,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"343","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",NA,NA,3,6,726.8,115.3,15.864061640066,2.06,5,4,73.4,24.9,21.9,5,3,3,5,4,0,82,101,105,23,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"344","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",37.592,45.72,4,1,432.3,89.1,20.6106870229008,2.04,5,4,65.2,28.7,18.2,5,4,5,5,5,0,104,127,134,30,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"345","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",35.052,47.752,4,0,426.1,85.7,20.112649612767,2.22,4,4,76.8,29.9,25.5,5,3,4,5,4,0,92,113,117,25,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"346","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",39.624,65.024,4,0,244.7,66.4,27.1352676747037,1.84,4,4,60,24.9,16.6,4,2,3,4,3,0,104,127,130,26,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"347","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",38.608,67.31,4,0,607.7,110.5,18.1833141352641,2.24,3,3,80,35.4,19.9,5,3,3,4,3,0,93,121,125,32,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"348","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",39.37,64.77,4,3,396.3,100.3,25.3091092606611,1.5,4,3,67.7,29.2,18.9,5,4,4,5,4,0,101,120,125,24,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"349","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",32.512,73.914,4,0,328.7,77.5,23.5777304533009,1.78,4,4,58.8,27.5,19,5,2,3,4,4,0,88,105,110,22,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"350","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",38.608,56.642,3,2,431.1,84,19.4850382741823,1.9,5,3,65.5,30.4,17.2,5,2,4,5,3,0,83,102,109,26,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"351","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",34.798,59.182,4,0,471.9,108.2,22.9285865649502,2.18,3,4,79.9,33.9,16.3,5,2,4,4,4,0,94,115,120,26,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"352","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",37.846,60.96,5,0,230.3,51.4,22.3187147199305,1.38,4,3,58,19.7,19.3,5,3,4,5,4,0,100,112,116,16,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"353","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",35.56,74.422,3,0,283.8,69.2,24.3833685694151,1.48,4,4,65.3,27.2,17.8,5,4,4,4,4,0,95,114,125,30,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"354","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",35.306,55.88,3,0,586.1,135.8,23.1701074901894,1.52,4,4,100.7,56.6,21.7,5,5,4,5,5,0,92,115,120,28,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"355","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",39.878,47.752,4,0,224,61.3,27.3660714285714,2.36,4,3,62.3,29.7,20.8,5,4,4,4,3,0,86,105,108,22,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"356","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",39.116,54.61,4,0,258.3,61.4,23.7708091366628,2.06,4,3,60.3,22.6,27,5,3,4,5,4,0,88,105,107,19,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"357","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",41.91,53.848,4,0,207.1,47.3,22.8392081120232,2.1,4,3,49,23.9,16.8,5,4,5,5,4,0,87,105,112,25,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"358","B144_HKT721_F4_BC1691_F1","B144.BC1691","B144","italica","F1",",","y","y","y","y","n",39.116,73.66,4,0,550.9,169.2,30.7133781085496,1.56,4,4,89.9,54.1,16.1,5,3,2,3,3,0,106,122,130,24,"BC1691","Seminis/Vanden Bosch/Royal Sluis","",2011,"mid-late",NA,NA,0.999976,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.326687,-7.487189,9.979642,8.958494,-4.955503
"359","B144_HKT721_F4_BC1691_F1","B144.BC1691","B144","italica","F1",",","y","y","y","y","n",35.814,41.402,3,0,517.6,186.2,35.9737248840804,1.36,3,5,89.6,41.2,21,5,2,5,4,4,0,105,120,122,17,"BC1691","Seminis/Vanden Bosch/Royal Sluis","",2011,"mid-late",NA,NA,0.999976,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.326687,-7.487189,9.979642,8.958494,-4.955503
"360","B144_HKT721_F4_BC1691_F1","B144.BC1691","B144","italica","F1",",","y","y","y","y","n",39.37,39.624,3,2,548.3,141.2,25.7523253693234,0.98,3,5,66.1,37.3,15,4,2,3,4,3,0,113,124,130,17,"BC1691","Seminis/Vanden Bosch/Royal Sluis","",2011,"mid-late",NA,NA,0.999976,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.326687,-7.487189,9.979642,8.958494,-4.955503
