trial,geno,rep,unique,sc,MT,FF,F50,MF50,HT,WD,BM,LT,HM,HI,HD,CL,RR,BS,BR,BU,HC,HE,HS,HU,HR,OQ,FC,note.geno,note.plot
0,B104,1,B12_row-1_rep-GBS1_E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B104,1,B104_row-3_rep-1_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B104,2,B104_row-14_rep-2_W,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B104,3,B104_row-14_rep-3_E,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B104,1,B104_row-19_rep-1_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B104,2,B104_row-28_rep-2_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B104,3,B104_row-27_rep-3_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
0,B105,1,C01_row-1_rep-GBS1_E,1,102,NA,NA,NA,66.294,68.58,528.3,2,43.1,8.15824342229794,31,11.9,9.6,2.5,5,3,3,3,3,3,5,3,NA,irregular heading and flowering,
1,B105,1,B105_row-3_rep-1_E,10,129,113,134,5,77.47,91.186,1070,12,107.8,10.0747663551402,68.5,45.5,21.3,2.04,4,3,2,4,2,2,4,2,0,irregular heading and flowering,
1,B105,2,B105_row-12_rep-2_E,10,131,127,166,35,79.248,79.756,1009.2,12,67.6,6.69837495045581,51.6,27.5,3,1.9,4,3,3,4,3,3,4,3,0,irregular heading and flowering,irregular heading and flowering 
1,B105,3,B105_row-14_rep-3_E,10,116,128,136,20,73.66,80.518,784,13,48.4,6.1734693877551,52.1,22.5,17,2.06,4,2,2,4,3,2,3,2,0,irregular heading and flowering,somewhat irregular flowering 
2,B105,1,B105_row-19_rep-1_E,8,103,105,124,21,54.102,92.456,847.4,9,63.8,7.52891196601369,53.1,26.5,25.2,2.54,5,2,1,4,2,2,4,2,0,irregular heading and flowering,
2,B105,2,B105_row-28_rep-2_E,7,115,113,147,32,59.944,90.17,921.5,8,73.2,7.94357026587086,53.8,20.8,19.1,1.48,5,2,2,4,3,2,3,2,0,irregular heading and flowering,irregular heading and flowering 
2,B105,3,B105_row-29_rep-3_W,7,105,105,141,36,50.546,101.6,909.1,4,118.5,13.0348696513035,58.3,28.1,17.3,2.02,2,2,2,3,3,2,2,2,0,irregular heading and flowering,irregular heading and flowering 
0,B106,1,C02_row-1_rep-GBS1_E,5,164,NA,NA,NA,118.11,87.122,1574.3,1,58.2,3.69688115352855,31.8,14.5,12.2,1.88,2,3,4,4,4,3,4,2,NA,irregular heading and flowering,very tall
1,B106,1,B106_row-3_rep-1_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
1,B106,2,B106_row-11_rep-2_E,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
1,B106,3,B106_row-13_rep-3_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B106,1,B106_row-19_rep-1_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B106,2,B106_row-28_rep-2_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B106,3,B106_row-30_rep-3_W,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
0,B107,1,C03_row-1_rep-GBS1_E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B107,1,B107_row-4_rep-1_E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B107,2,B107_row-12_rep-2_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,missing plot before? 
1,B107,3,B107_row-14_rep-3_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B107,1,B107_row-20_rep-1_E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B107,2,B107_row-26_rep-2_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B107,3,B107_row-30_rep-3_W,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
0,B108,1,C04_row-1_rep-GBS1_E,5,94,103,108,14,69.088,75.692,837.9,2,129.5,15.4553049289891,72.7,30.2,24.5,2.1,4,3,3,4,3,4,3,3,0,irregular heading and flowering,
1,B108,1,B108_row-4_rep-1_E,7,124,133,184,60,67.31,65.532,565,6,46.1,8.15929203539823,40.7,15.2,13.8,1.58,1,3,1,5,2,1,1,1,0,irregular heading and flowering,irregular heading and flowering 
1,B108,2,B108_row-12_rep-2_E,8,137,175,188,51,66.04,58.928,658.2,16,127.6,19.3862048009723,52.8,19.1,13.4,1.1,1,2,4,3,1,1,1,1,0,irregular heading and flowering,"extreme lats, slow flowering? irregular? "
1,B108,3,B108_row-16_rep-3_E,10,114,127,148,34,56.642,64.262,511.4,3,45.7,8.93625342197888,49.6,23.7,22.3,1.76,2,4,3,4,4,2,3,2,0,irregular heading and flowering,
2,B108,1,B108_row-20_rep-1_E,6,121,125,155,34,62.992,71.628,1024.6,16,76.8,7.4956080421628,44.3,23.9,10.5,1.54,4,3,3,4,2,3,3,2,0,irregular heading and flowering,slow? irregular flowering 
2,B108,2,B108_row-26_rep-2_W,9,104,112,128,24,52.578,61.214,325.2,0,33.5,10.3013530135301,44.6,21.2,14,2.92,3,4,3,4,3,2,3,2,0,irregular heading and flowering,2 late Oct 28th heading 
2,B108,3,B108_row-30_rep-3_W,9,99,101,116,17,48.006,83.82,589.1,6,100.3,17.0259718214225,56.9,26.6,15.3,2.36,3,3,3,3,2,2,3,2,0,irregular heading and flowering,
0,B109,1,C05_row-1_rep-GBS1_E,5,108,127,132,24,49.276,59.944,419.6,17,47.4,11.2964728312679,30.8,12,9.6,1.28,2,1,2,4,1,2,1,1,0,irregular heading and flowering, extreme lats
1,B109,1,B109_row-4_rep-1_E,4,133,133,155,22,61.468,61.214,489.5,0,53.5,10.929519918284,41.1,17.5,16.2,1.66,4,2,4,4,3,3,3,3,0,irregular heading and flowering, extreme lats
1,B109,2,B109_row-11_rep-2_E,10,139,160,178,39,48.514,59.944,521.9,2,74,14.1789614868749,54.3,24.7,9.6,1.6,3,4,4,3,2,2,3,2,0,irregular heading and flowering, extreme lats
1,B109,3,B109_row-13_rep-3_W,11,125,121,175,50,50.292,56.388,394.6,0,61.4,15.5600608210846,39.7,17.4,11,1.16,2,3,4,4,2,2,2,1,0,irregular heading and flowering, extreme lats
2,B109,1,B109_row-20_rep-1_E,6,126,155,161,35,62.23,74.168,767.6,0,93,12.1156852527358,56.3,30.7,19.4,2,5,4,3,4,2,3,4,3,0,irregular heading and flowering," extreme lats,irregular flowering and heading  "
2,B109,2,B109_row-26_rep-2_W,7,119,133,147,28,45.72,69.088,637.4,12,64,10.0407907122686,36.1,14.9,8.9,1.58,3,3,4,4,3,3,3,2,0,irregular heading and flowering, extreme lats
2,B109,3,B109_row-30_rep-3_W,7,117,125,155,38,55.372,84.582,821.2,6,93,11.3248904042864,50.3,29.5,13.5,1.58,5,5,3,3,2,3,4,2,0,irregular heading and flowering," extreme lats,irregular flowering and heading  "
0,B110,1,C06_row-1_rep-GBS1_E,4,87,97,101,14,87.376,93.98,1076.6,15,69.3,6.4369310793238,59,26.4,22.2,2.24,4,3,3,4,5,3,4,2,0,irregular heading and flowering, extreme lats
1,B110,1,B110_row-4_rep-1_E,6,108,114,128,20,69.088,58.928,612,16,32.8,5.35947712418301,20.7,10.3,9.9,2.1,3,3,1,3,0,1,2,1,0,irregular heading and flowering, extreme lats
1,B110,2,B110_row-9_rep-2_W,6,119,140,144,25,81.28,88.646,1318.1,20,40.5,3.07260450648661,34.8,17.3,11,2.9,3,2,3,4,4,2,3,2,0,irregular heading and flowering, extreme lats
1,B110,3,B110_row-17_rep-3_W,7,144,155,176,32,83.058,64.516,716.3,19,48.8,6.8127879380148,27,13,15.3,1.92,3,2,3,5,4,2,3,2,0,irregular heading and flowering," extreme lats,variable maturity, late flowering  "
2,B110,1,B110_row-20_rep-1_E,9,115,99,133,18,69.85,79.502,715.3,13,70,9.78610373269957,49.5,28.1,19,1.88,4,2,2,4,3,2,3,2,0,irregular heading and flowering," extreme lats,irregular heading  "
2,B110,2,B110_row-26_rep-2_W,9,127,116,156,29,61.468,77.978,512.7,11,47.4,9.24517261556466,48.7,20.9,20.9,1.98,5,2,2,4,4,2,3,2,0,irregular heading and flowering," extreme lats,irregular flowering and heading  "
2,B110,3,B110_row-29_rep-3_W,9,109,99,156,47,59.182,73.66,547.8,14,42.6,7.77656078860898,48.7,17.5,17,1.56,5,2,1,4,3,3,3,2,0,irregular heading and flowering," extreme lats,one early flowering, most late flowering  "
0,B111,1,C07_row-1_rep-GBS1_E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very frilly,frilly 
1,B111,1,B111_row-4_rep-1_E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very frilly,
1,B111,2,B111_row-10_rep-2_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very frilly,
1,B111,3,B111_row-17_rep-3_W,9,190,NA,NA,NA,54.356,97.79,848.7,14,90.3,10.6398020501944,19.1,5.7,8.7,1.98,2,3,2,3,3,2,3,2,NA,very frilly,very curly 
2,B111,1,B111_row-20_rep-1_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very frilly,
2,B111,2,B111_row-23_rep-2_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very frilly,
2,B111,3,B111_row-28_rep-3_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very frilly,
0,B112,1,C08_row-1_rep-GBS1_E,4,105,NA,NA,NA,51.308,89.154,1263.2,0,194.3,15.3815706143129,103.2,49.7,25.9,0.2332,5,3,4,2,3,3,5,3,NA,romancesco? ,romancesco? 
1,B112,1,B112_row-4_rep-1_E,12,141,169,190,49,45.466,73.406,717.1,0,76.8,10.7098033747037,56.1,18.3,9.2,NA,5,3,3,2,3,3,5,3,0,romancesco? ,romancesco? only 2 heading and flowering 
1,B112,2,B112_row-8_rep-2_E,9,187,NA,NA,NA,64.516,72.644,605.1,0,130.9,21.6327879689308,78.4,29.9,23.6,NA,5,4,3,3,5,4,NA,3,NA,romancesco? ,
1,B112,3,B112_row-15_rep-3_E,11,190,NA,NA,NA,50.546,71.882,602.7,0,112.1,18.5996349759416,88.9,42.2,34.7,0.88,5,4,4,3,3,3,NA,3,NA,romancesco? ,2 heading Oct 29th 
2,B112,1,B112_row-20_rep-1_E,8,155,NA,NA,NA,52.07,57.15,451.8,0,76.2,16.8658698539177,68,33.1,28.2,0.78,5,3,5,4,3,3,3,1,NA,romancesco? ,
2,B112,2,B112_row-24_rep-2_E,6,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,3,3,3,1,NA,romancesco? ,
2,B112,3,B112_row-27_rep-3_E,8,NA,NA,NA,NA,48.768,91.44,994.4,0,160.8,16.1705551086082,74.2,38,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
0,B113,1,C09_row-1_rep-GBS1_E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,romancesco? 
1,B113,1,B113_row-4_rep-1_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
1,B113,2,B113_row-10_rep-2_W,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
1,B113,3,B113_row-18_rep-3_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
2,B113,1,B113_row-20_rep-1_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
2,B113,2,B113_row-23_rep-2_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
2,B113,3,B113_row-27_rep-3_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romancesco? ,
0,B114,1,C10_row-1_rep-GBS1_E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B114,1,B114_row-4_rep-1_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B114,2,B114_row-11_rep-2_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B114,3,B114_row-17_rep-3_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B114,1,B114_row-20_rep-1_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B114,2,B114_row-24_rep-2_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B114,3,B114_row-27_rep-3_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
0,B115,1,C11_row-1_rep-GBS1_E,4,134,87,157,23,56.642,72.136,666.1,6,57.8,8.67737576940399,46.6,20.5,19.4,2.08,5,2,2,4,3,2,3,2,0,"extreme lats, irregular heading and flowering",irregular heading and flowering 
1,B115,1,B115_row-3_rep-1_E,12,120,112,153,33,74.676,77.216,585.1,3,67.8,11.5877627755939,37.7,18.6,13.3,1.4,2,3,4,4,3,2,3,2,0,"extreme lats, irregular heading and flowering",irregular heading and flowering 
1,B115,2,B115_row-11_rep-2_E,10,149,168,180,31,59.182,63.5,525.2,3,129.5,24.6572734196497,63.7,36.3,11.2,1.18,3,4,3,3,2,2,4,2,0,"extreme lats, irregular heading and flowering",slower heading? 
1,B115,3,B115_row-13_rep-3_W,11,127,138,186,59,74.93,69.088,901,19,93.3,10.3551609322974,45.1,20.7,22.2,1.68,1,3,4,5,1,1,2,1,0,"extreme lats, irregular heading and flowering","extreme lats, irregular heading and flowering "
2,B115,1,B115_row-19_rep-1_E,11,149,NA,NA,NA,70.104,93.726,364.2,0,30.2,8.29214717188358,28.6,13,7.4,1.48,5,2,3,4,3,3,3,2,NA,"extreme lats, irregular heading and flowering",late or irregular 
2,B115,2,B115_row-23_rep-2_E,12,121,149,159,38,59.944,90.17,465.3,0,44.2,9.49924779712014,53.1,24.9,17.4,1.98,5,3,2,4,2,3,4,2,0,"extreme lats, irregular heading and flowering",irregular heading and flowering 
2,B115,3,B115_row-27_rep-3_E,11,118,132,149,31,62.484,117.348,1243.8,6,108,8.68306801736614,65.5,35.7,19.5,1.58,3,3,4,3,3,3,3,2,0,"extreme lats, irregular heading and flowering",irregular heading and flowering 
0,B116,1,C12_row-1_rep-GBS1_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B116,1,B116_row-6_rep-1_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B116,2,B116_row-12_rep-2_E,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B116,3,B116_row-13_rep-3_W,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B116,1,B116_row-19_rep-1_E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B116,2,B116_row-24_rep-2_E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B116,3,B116_row-28_rep-3_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
0,B117,1,D01_row-1_rep-GBS1_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,irregular heading and flowering 
1,B117,1,B117_row-6_rep-1_W,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
1,B117,2,B117_row-11_rep-2_E,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
1,B117,3,B117_row-14_rep-3_E,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B117,1,B117_row-19_rep-1_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B117,2,B117_row-23_rep-2_E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B117,3,B117_row-29_rep-3_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
0,B118,1,D02_row-1_rep-GBS1_E,5,63,68,71,8,52.07,82.296,731.8,3,95.4,13.036348729161,77.1,34.8,14.2,2.98,4,3,3,4,5,4,5,4,1,no notes,
1,B118,1,B118_row-6_rep-1_W,8,98,99,112,14,59.69,67.818,344.6,0,47.7,13.8421358096344,70,30.4,17.6,2.04,5,4,3,5,3,3,4,3,1,no notes,
1,B118,2,B118_row-10_rep-2_W,9,98,99,108,10,54.102,90.424,574.5,2,44.4,7.72845953002611,47.9,17,12.5,2.24,4,3,1,4,4,4,4,2,1,no notes,
1,B118,3,B118_row-15_rep-3_E,10,101,102,112,11,52.832,82.296,718.8,0,64.9,9.02893711741792,49.8,23.9,29.7,1.84,5,4,3,4,4,4,4,3,1,no notes,
2,B118,1,B118_row-19_rep-1_E,6,105,99,109,4,42.672,77.47,432.4,1,56.6,13.0897317298797,49.6,22.2,23.8,1.52,5,4,3,3,3,4,4,2,1,no notes,
2,B118,2,B118_row-24_rep-2_E,6,84,90,97,13,47.244,77.724,403.4,1,31.7,7.8582052553297,40.3,23,18.2,2.16,5,4,2,2,4,4,4,3,1,no notes,
2,B118,3,B118_row-29_rep-3_W,5,91,99,105,14,53.848,70.612,246.7,0,33.6,13.6197811106607,40.5,17.5,19.6,1.98,4,2,2,4,4,3,3,2,1,no notes,one with yellow flowers!! 
0,B119,1,D03_row-1_rep-GBS1_E,3,96,NA,NA,NA,72.39,88.392,907.7,18,37.5,4.13132092100914,33.6,15.7,10.1,2.66,3,2,2,4,4,2,3,2,NA,"extreme lats, irregular heading and flowering",extreme lats
1,B119,1,B119_row-6_rep-1_W,10,138,159,194,56,84.836,102.87,1362.8,19,55.7,4.08717346639272,41.2,19.1,17.9,2.5,3,3,2,5,5,2,3,2,1,"extreme lats, irregular heading and flowering","extreme lats, irregular flowering and heading "
1,B119,2,B119_row-10_rep-2_W,11,191,NA,NA,NA,76.708,69.596,430.1,7,35.8,8.32364566379911,44.7,12.8,22.6,1.9,5,4,2,4,4,4,4,3,NA,"extreme lats, irregular heading and flowering",
1,B119,3,B119_row-16_rep-3_E,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extreme lats, irregular heading and flowering",
2,B119,1,B119_row-19_rep-1_E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extreme lats, irregular heading and flowering",
2,B119,2,B119_row-23_rep-2_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extreme lats, irregular heading and flowering",
2,B119,3,B119_row-29_rep-3_W,10,165,NA,NA,NA,67.31,97.79,825.6,7,99.8,12.0881782945736,60.4,18.3,25.2,1.96,5,3,2,4,4,3,4,3,NA,"extreme lats, irregular heading and flowering",only one plant heading Oct 29th 
0,B120,1,D04_row-1_rep-GBS1_E,4,80,111,116,36,76.708,99.06,896.7,7,87.6,9.76915356306457,56.2,23.8,20.7,2.24,4,3,3,5,5,3,4,3,1,"extreme lats, irregular heading and flowering",
1,B120,1,B120_row-6_rep-1_W,12,105,112,136,31,73.152,78.232,628,0,60.9,9.69745222929936,55.3,20.8,24.7,3.16,3,3,2,4,5,3,4,3,1,"extreme lats, irregular heading and flowering",
1,B120,2,B120_row-8_rep-2_E,11,108,113,125,17,74.93,80.264,604.8,0,83.1,13.7400793650794,52.7,21.2,21.5,2.22,5,3,3,5,5,3,4,3,1,"extreme lats, irregular heading and flowering",
1,B120,3,B120_row-16_rep-3_E,10,121,121,130,9,58.42,64.008,501.3,0,56.3,11.2307999202075,50.1,26.5,24.3,1.92,4,4,4,4,4,4,4,3,1,"extreme lats, irregular heading and flowering",
2,B120,1,B120_row-19_rep-1_E,9,112,110,122,10,71.882,92.202,759.3,0,99.1,13.0514947978401,53.3,16.5,9.1,1.56,5,3,3,5,5,2,3,2,1,"extreme lats, irregular heading and flowering",
2,B120,2,B120_row-25_rep-2_W,9,102,102,116,14,60.706,89.408,773.7,0,116.6,15.0704407393046,77.1,31.1,32.1,2.56,4,3,3,4,5,2,4,2,1,"extreme lats, irregular heading and flowering",
2,B120,3,B120_row-30_rep-3_W,9,107,112,116,9,79.502,101.092,859.1,0,70,8.14806192527063,48.1,14.6,23.8,1.76,NA,3,3,4,5,3,4,2,1,"extreme lats, irregular heading and flowering",
0,B121,1,D05_row-1_rep-GBS1_E,3,NA,113,122,NA,53.594,89.408,976.4,0,121.8,12.474395739451,83.7,27.7,29.1,1.38,5,5,3,3,3,4,5,4,0,"extreme lats, irregular heading and flowering",
1,B121,1,B121_row-6_rep-1_W,10,108,141,155,47,39.37,89.916,717.9,0,122.5,17.0636578910712,62.5,23.2,22.3,0.96,5,5,4,3,3,4,5,4,0,"extreme lats, irregular heading and flowering",
1,B121,2,B121_row-9_rep-2_W,12,119,135,170,51,50.546,86.868,769.7,0,99.5,12.9271144601793,80.1,36,25.3,1.34,5,5,3,4,4,4,5,3,0,"extreme lats, irregular heading and flowering",
1,B121,3,B121_row-18_rep-3_W,12,130,127,156,26,55.88,66.294,586.2,0,78.5,13.3913340156943,74.6,34.9,18.3,0.88,5,5,4,4,3,3,4,3,0,"extreme lats, irregular heading and flowering",
2,B121,1,B121_row-19_rep-1_E,10,114,115,156,42,52.832,93.98,659.4,0,86.1,13.0573248407643,69.1,27.8,24.2,0.98,5,5,3,3,3,3,3,3,0,"extreme lats, irregular heading and flowering",irregular heading and flowering 
2,B121,2,B121_row-23_rep-2_E,11,157,146,163,6,54.356,87.63,1000.3,0,126.4,12.6362091372588,79,31.4,22.8,0.7,5,5,5,4,3,4,NA,3,0,"extreme lats, irregular heading and flowering","slow... only one head on Oct 15, irregular heading and flowering "
2,B121,3,B121_row-30_rep-3_W,10,141,NA,NA,NA,51.562,75.438,568.2,0,93.2,16.4026751143963,88.8,23.2,27.7,1.02,5,5,2,4,2,3,3,2,NA,"extreme lats, irregular heading and flowering",only one heading on Oct 15 
0,B122,1,D06_row-1_rep-GBS1_E,4,86,97,101,15,69.342,68.072,667.1,4,59.2,8.87423174936291,47.4,20.3,21.3,1.86,3,4,2,4,3,2,3,2,0,"extreme lats, irregular heading and flowering",
1,B122,1,B122_row-6_rep-1_W,6,134,147,172,38,61.976,76.962,493.3,17,37.3,7.56132171092641,46.5,22.6,20.5,2.32,5,2,2,4,3,2,3,2,0,"extreme lats, irregular heading and flowering",
1,B122,2,B122_row-10_rep-2_W,4,133,147,149,16,49.022,56.642,288.3,12,36.8,12.7644814429414,31.5,12.8,11.4,1.62,2,3,4,3,3,3,2,2,0,"extreme lats, irregular heading and flowering",extreme lats
1,B122,3,B122_row-14_rep-3_E,6,126,129,161,35,81.28,73.152,961.6,17,68.8,7.15474209650582,39.8,17.3,17.7,1.82,2,2,3,4,3,1,2,2,0,"extreme lats, irregular heading and flowering",
2,B122,1,B122_row-19_rep-1_E,5,112,133,148,36,63.5,102.108,1222.3,14,75.1,6.14415446289781,52.5,27.7,13.4,1.62,4,3,2,4,2,2,3,2,0,"extreme lats, irregular heading and flowering","irregular heading, mix of small and large"
