"","gbs","short.name","geno","class","cross.type","c","N109","good.geno","good.pheno","good.photo","gps","HT","WD","HE","LT","BM","HM","HI","BS","BU","HC","HD","CL","RR","BR","HS","HU","HR","OQ","FC","MT","FF","F50","MF50","Name","SOURCE","PI","release","maturity","Lat","Long","Calabrese.F1","Violet.Caul","Calabrese.LR","Sprouting.Broccoli","subpop","groupCol","PC1","PC2","PC3","PC4","PC5"
"47","B128_HKT721_D12_Broccolo_Natalino_Di_Sarno_OP","B128.Broccolo.Natalino.Di.Sarno","B128","italica","LR",",","y","y","s","y","y",60.96,87.63,3,26,800.6,69.6,8.69347989008244,2.62,3,2,38.4,18.2,16.8,4,3,3,3,2,NA,193,NA,NA,NA,"BROCCOLO NATALINO DI SARNO","F. Branca/University of Catania","HRIGRU 4721",NA,"unk",40.851712,14.268134,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-25.493395,19.468618,8.5417795,15.45683,15.551048
"48","B129_HKT721_E1_Ramoso_Calabria_Tardivo_OP","B129.Ramoso.Calabria.Tardivo","B129","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA TARDIVO","F. Branca/University of Catania","HRIGRU 3228",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.139969,10.832217,-13.695543,12.505543,-16.693281
"49","B130_HKT721_E2_Cavolo_Broccolo_Agostina_OP","B130.Cavolo.Broccolo.Agostina","B130","unk","LR",",","y","y","y","y","y",46.0586666666667,76.6656666666667,2.5,0,642.766666666667,107.016666666667,16.3137365370433,0.603333333333333,3.66666666666667,3.5,77,33.4666666666667,18.1666666666667,5,2.66666666666667,2.33333333333333,3,1.66666666666667,0,136,166.666666666667,178,36.5,"CAVOLO BROCCOLO AGOSTINA","F. Branca/University of Catania","HRIGRU 5381",NA,"unk",38.112073,13.339183,8e-06,0.999976,8e-06,8e-06,"Violet.Caul","#7570b3",-32.18803,-30.05011,-12.012143,2.0487223,2.9228287
"50","B131_HKT721_E3_Broccolo_Verde_Di_Calabria_Tardivo_OP","B131.Broccolo.Verde.Di.Calabria.Tardivo","B131","italica","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO VERDE DI CALABRIA TARDIVO","F. Branca/University of Catania","HRIGRU 7516",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-2.990072,10.349348,-12.895674,11.955187,-15.983457
"51","B132_HKT721_E4_Precoce_Di_Calabria_OP","B132.Precoce.Di.Calabria","B132","italica","LR",",","y","y","y","y","y",63.0766666666667,79.0363333333333,4.33333333333333,10.8333333333333,816.333333333333,77.5333333333333,9.54248573796396,1.82,2.33333333333333,2.5,51.9,24.5833333333333,19.5166666666667,3.33333333333333,2.83333333333333,2,2.83333333333333,1.66666666666667,0,122.666666666667,132.6,152.2,29.2,"PRECOCE DI CALABRIA","F. Branca/University of Catania","HRIGRU 7519",NA,"unk",40.641205,14.884383,0.040245,8e-06,0.959739,8e-06,"Calabrese.LR","#d95f02",-0.84309477,9.544807,-12.522401,-0.6983254,-2.3535368
"52","B133_HKT721_E5_Ramoso_Calabrese_OP","B133.Ramoso.Calabrese","B133","italica","LR",",","y","y","y","y","y",54.61,67.1406666666667,3.66666666666667,7.83333333333333,557.783333333333,80.75,14.6984202106147,1.51,2.83333333333333,3.33333333333333,46.75,22.8833333333333,13.6666666666667,2.66666666666667,2.16666666666667,2,2.33333333333333,1.66666666666667,0,121.5,131.166666666667,155.166666666667,33.6666666666667,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4709",NA,"unk",39.298253,16.253295,0.323678,8e-06,0.676306,8e-06,"Calabrese.LR","#d95f02",7.52708,5.9443727,-10.578546,7.7124634,-11.421869
"53","B134_HKT721_E6_Cavolo_Sparacello_OP","B134.Cavolo.Sparacello","B134","italica","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO SPARACELLO","F. Branca/University of Catania","HRIGRU 5442",NA,"unk",37.308788,13.585572,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-30.169287,9.242246,10.699548,-7.912539,-6.958418
"54","B135_HKT721_E7_N_tagliu_N_tagghiv_Pilotu_OP","B135.N.tagliu.N.tagghiv.Pilotu","B135","italica","LR",",","y","y","y","y","y",57.3616666666667,87.7993333333333,4.5,4,631.216666666667,74.85,12.2193769886587,2.13666666666667,2.66666666666667,2.83333333333333,49.55,21.6166666666667,21.2,3.16666666666667,4.83333333333333,2.5,3.16666666666667,2,1,120.666666666667,131.5,148.666666666667,28,"N'TAGLIU/N'TAGGHIV/PILOTU","F. Branca/University of Catania","HRIGRU 11797",NA,"unk",37.662734,14.832475,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.442764,3.0623407,16.892612,-17.83442,-19.748634
"55","B136_HKT721_E8_Ramoso_Calabrese_Verde_OP","B136.Ramoso.Calabrese.Verde","B136","italica","LR",",","y","y","y","y","y",57.4886666666667,70.4426666666667,3.66666666666667,10.5,558.016666666667,53.4,9.71389050234873,1.935,3.16666666666667,2,46.2333333333333,19.9666666666667,13.9166666666667,3.16666666666667,2.5,2,2.66666666666667,1.66666666666667,0,104.166666666667,111.333333333333,123,18.8333333333333,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4711",NA,"unk",41.685438,15.379764,0.404283,8e-06,0.595701,8e-06,"Calabrese.LR","#d95f02",6.8647933,6.640887,-7.2621536,-5.0348945,0.0906203
"56","B137_HKT721_E9_Ramoso_Calabrese_Precoce_OP","B137.Ramoso.Calabrese.Precoce","B137","italica","LR",",","y","y","y","y","y",50.927,67.3523333333333,3.66666666666667,7.16666666666667,619.066666666667,94.1333333333333,13.7061823874065,2.07666666666667,3.66666666666667,3.16666666666667,59.3,28.1833333333333,19.0833333333333,4.33333333333333,2.66666666666667,2.83333333333333,4,2.83333333333333,0,119,122.166666666667,145.5,26.5,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 5281",NA,"unk",41.225743,16.296137,0.24041,8e-06,0.759575,8e-06,"Calabrese.LR","#d95f02",6.856013,7.2826285,-13.312028,-7.63108,0.12216288
"57","B138_HKT721_E10_Broccolo_No_1_OP","B138.Broccolo.No.1","B138","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO NO 1","F. Branca/University of Catania","HRIGRU 11781",NA,"unk",39.111808,16.540667,8e-06,8e-06,0.215198,0.784786,"Sprouting.Broccoli","#e7298a",-25.989729,13.702008,1.7420316,3.2611816,4.3288245
"58","B139_HKT721_E11_Di_Sicilia_Catanese_OP","B139.Di.Sicilia.Catanese","B139","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DI SICILIA CATANESE","F. Branca/University of Catania","HRIGRU 8577",NA,"unk",45.463611,9.18746,0.041375,0.958609,8e-06,8e-06,"Violet.Caul","#7570b3",-27.14526,-22.979095,-5.5882053,3.1823893,3.9351504
"59","B141_HKT721_F1_BH028_F1","B141.BH028","B141","italica","F1",",","y","y","y","y","n",28.6512,66.1416,2.83333333333333,1,418.86,123.76,29.202911966621,1.928,4.5,4.16666666666667,72.72,33.18,20.44,5,3.5,4.33333333333333,5,4.16666666666667,0,90.8333333333333,107.333333333333,111,20.1666666666667,"BH028-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.789014,0.042523,0.168455,8e-06,"Calabrese.F1","#1b9e77",8.925679,-0.4485995,-2.9716523,-10.842361,4.896764
"60","B142_HKT721_F2_BH034_F1","B142.BH034","B142","italica","F1",",","y","y","y","y","n",38.2847272727273,58.6047272727273,3.75,1.08333333333333,428.25,91.4333333333333,22.3283394765269,1.93166666666667,4.25,3.66666666666667,68.8416666666667,29.475,19.2166666666667,4.91666666666667,2.83333333333333,3.66666666666667,4.58333333333333,3.75,0,93.9166666666667,114.25,120.333333333333,26.4166666666667,"BH034-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.848397,0.036955,0.11464,8e-06,"Calabrese.F1","#1b9e77",9.760229,-0.6368597,0.17621167,-2.5800023,3.1676455
"61","B143_HKT721_F3_BH027_F1","B143.BH027","B143","italica","F1",",","y","y","y","y","n",38.2693333333333,57.912,3.83333333333333,0,298.266666666667,71.0666666666667,23.9747132427987,1.81666666666667,4,3.33333333333333,65.9333333333333,29.95,20.5666666666667,5,3.83333333333333,4.16666666666667,4.66666666666667,4,0,91.3333333333333,109.333333333333,114.666666666667,23.3333333333333,"BH027-MF","M. Farnham/USDA-ARS","",NA,"unk",NA,NA,0.926139,8e-06,0.011646,0.062207,"Calabrese.F1","#1b9e77",9.626702,1.0866764,2.4282222,-12.647015,9.055135
"62","B144_HKT721_F4_BC1691_F1","B144.BC1691","B144","italica","F1",",","y","y","y","y","n",37.338,48.0483333333333,3.16666666666667,0.666666666666667,542.65,148.7,27.5059221238907,1.27333333333333,3.66666666666667,4.83333333333333,75.2833333333333,39.5333333333333,19.1,4.83333333333333,2.16666666666667,3.33333333333333,3.83333333333333,3.33333333333333,0,108.5,124.5,130.5,22,"BC1691","Seminis/Vanden Bosch/Royal Sluis","",2011,"mid-late",NA,NA,0.999976,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.326687,-7.487189,9.979642,8.958494,-4.955503
"63","B145_HKT721_G6_BC1764_F1","B145.BC1764","B145","italica","F1",",","y","y","y","y","n",45.339,61.2563333333333,2.66666666666667,0,483.45,120.8,25.5549021810936,1.49666666666667,3.66666666666667,4.16666666666667,78.55,36.5,22.1333333333333,4.66666666666667,2.5,3.5,3.66666666666667,3.5,0,97.8333333333333,114.166666666667,119,21.1666666666667,"BC1764","Seminis/Vanden Bosch/Royal Sluis","",NA,"unk",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",14.826566,-6.1152997,7.8448706,5.4330387,-2.4925508
"64","B146_HKT721_F6_Montvert_F1","B146.Montvert","B146","italica","F1",",","y","y","y","y","n",37.8036666666667,69.1726666666667,2.66666666666667,0.666666666666667,657.066666666667,151.133333333333,23.2540842472126,1.39666666666667,3.66666666666667,4,83.4,38.0833333333333,22.6666666666667,4.66666666666667,2.5,3.33333333333333,4,3.33333333333333,0,98.6666666666667,115,120.833333333333,22.1666666666667,"Montvert","Syngenta","",NA,"unk",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.227994,-2.7625437,3.6841204,-0.8703615,1.7919046
"65","B147_HKT721_F7_DuraPak_16_F1","B147.DuraPak16","B147","italica","F1",",","y","y","y","y","n",35.56,72.7286666666667,3.5,2.5,889.566666666667,172.95,19.5821907025489,1.34666666666667,4.16666666666667,4.66666666666667,79.8333333333333,31.7666666666667,25.3333333333333,4.83333333333333,3.66666666666667,4.33333333333333,4.66666666666667,4.16666666666667,0,119.666666666667,140.5,149.166666666667,29.5,"DuraPak 16","Syngenta","",2014,"unk",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.848656,-5.0719633,6.168547,7.58582,-7.517705
"66","B148_HKT721_F8_Burney_F1","B148.Burney","B148","italica","F1",",","y","y","y","y","n",41.021,75.819,2.66666666666667,1.16666666666667,567.166666666667,129.5,23.2464400978859,1.49,4.16666666666667,5,68.2,31.35,21.5333333333333,5,3,4,4.5,3.66666666666667,0,96,112.833333333333,117.166666666667,21.1666666666667,"Burney","Bejo","",2012,"unk",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",14.735251,-2.5190387,6.473013,-0.016763218,1.9980222
"67","B150_HKT721_F10_Eastern_Crown_F1","B150.Eastern.Crown","B150","italica","F1",",","y","y","y","y","n",45.1273333333333,85.4286666666667,1.66666666666667,1.16666666666667,451.666666666667,151.866666666667,34.9026964663116,1.29,4.5,4,71.1333333333333,27.8833333333333,18.3333333333333,4.83333333333333,3.83333333333333,3.33333333333333,4.5,3.66666666666667,0,115,134.333333333333,144.5,29.5,"Eastern Crown","Sakata","",NA,"unk",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",14.164806,-3.2056222,4.9742393,1.5758948,1.3524011
"68","B151_HKT721_F11_Imperial_F1","B151.Imperial","B151","italica","F1",",","y","y","y","y","n",34.163,68.7916666666667,2.33333333333333,0.166666666666667,650.233333333333,153.466666666667,23.6638586775176,1.37666666666667,4.83333333333333,4.33333333333333,73.5666666666667,35.4666666666667,23.7,5,3.83333333333333,3.83333333333333,5,4.16666666666667,0,114,128.166666666667,135.833333333333,21.8333333333333,"Imperial","Sakata","",NA,"unk",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.717607,-2.1001241,3.613808,-1.0288048,1.7100964
"69","B152_HKT721_F12_Emerald_Crown_F1","B152.Emerald.Crown","B152","italica","F1",",","y","y","y","y","n",30.607,66.0823333333333,1.83333333333333,3.83333333333333,546.15,135.15,24.4506686525455,1.41333333333333,3,4.5,64.1333333333333,32.0833333333333,22.35,4.16666666666667,3.83333333333333,3.5,3.83333333333333,3.5,0,105.666666666667,121.666666666667,129,23.3333333333333,"Emerald Crown","Sakata","",NA,"unk",NA,NA,0.999976,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",13.554354,-7.0270596,5.900179,0.139156,4.013856
